Semestre 1: 6.0
Semestre 2: 21.0
Semestre 3: 20.0
Semestre 4: 18.0
Semestre 5: 15.0
Semestre 6: 17.0
Semestre 7: 16.0
Semestre 8: 14.0
Semestre 9: 11.0
